"O-FSS MTC"	"O-FSS METC"	"O-FSS MPT"	" -----"	"I-FSS MTC"	"I-FSS METC"	"I-FSS MPT"	" -----"	"FTS MTC"	"FTS METC"	"FTS MPT"	"FTS MBTC"	"FTS TIMEOUT"
"0"	"0"	"0.0"	""	"72"	"0"	"0.324145"	""	"19"	"0"	"0.850884"	"2"	"false"
